SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,36.2,36.65,36,36.15,36.1,36.05,71527,2590046,23-MAR-2021,384,INE144J01027,
21STCENMGM,EQ,14.75,14.75,14.75,14.75,14.75,14.5,432,6372,23-MAR-2021,5,INE253B01015,
3IINFOTECH,EQ,7.95,8.1,7.7,7.75,7.8,7.85,5993254,47064059.6,23-MAR-2021,36344,INE748C01020,
3MINDIA,EQ,27775,28200,27392.9,28011.75,28000.05,27435.85,4075,113865888.2,23-MAR-2021,2836,INE470A01017,
3PLAND,EQ,8.6,9.3,8.05,8.4,8.45,8.6,5937,50789.5,23-MAR-2021,50,INE105C01023,
5PAISA,EQ,276.3,279.7,270.1,272.3,272.95,277.15,12411,3397030.85,23-MAR-2021,625,INE618L01018,
63MOONS,EQ,76.05,76.85,75.4,75.45,75.4,75.95,30964,2347688.75,23-MAR-2021,724,INE111B01023,
716GS2050,GS,112,112,112,112,112,114,26,2912,23-MAR-2021,8,IN0020200054,
A2ZINFRA,EQ,4.05,4.05,3.95,3.95,4.05,3.95,522544,2091774.4,23-MAR-2021,318,INE619I01012,
AAATECH,SM,44.9,45,44.9,45,45,44.55,9000,404700,23-MAR-2021,3,INE0D0U01013,
AAKASH,BE,126.55,130.8,126.55,128.8,128.8,129.7,6371,820046.55,23-MAR-2021,70,INE087Z01016,
AARON,EQ,58.35,60,56,56.2,56,58.35,3640,206668.35,23-MAR-2021,130,INE721Z01010,
AARTIDRUGS,EQ,733.9,748.45,715,725.95,726.45,733.95,1377341,1009661917.2,23-MAR-2021,52692,INE767A01016,
AARTIIND,EQ,1281,1294.7,1266,1288.75,1287,1282.75,160221,205112573.05,23-MAR-2021,6839,INE769A01020,
AARTISURF,EQ,960.3,970.5,945,959.4,960,948.05,7602,7261339.45,23-MAR-2021,1673,INE09EO01013,
AARVEEDEN,EQ,17.65,18.55,17.05,18.45,18.5,17.5,76693,1340373.25,23-MAR-2021,161,INE273D01019,
AARVI,EQ,53.55,56,49.65,52,52,52.25,5727,303652.15,23-MAR-2021,83,INE754X01016,
AAVAS,EQ,2360,2674.75,2295.05,2405.45,2400,2351.95,170535,414357930.9,23-MAR-2021,31664,INE216P01012,
ABAN,EQ,33.45,33.75,33,33.25,33.5,33.15,63631,2127018.9,23-MAR-2021,600,INE421A01028,
ABB,EQ,1395.8,1420,1385,1397.35,1396,1388.6,68727,96127732.2,23-MAR-2021,10894,INE117A01022,
ABBOTINDIA,EQ,14699,14848,14600.05,14811.55,14810,14646.5,10124,149247461.1,23-MAR-2021,2868,INE358A01014,
ABCAPITAL,EQ,121.45,123.95,120.9,122.7,122.9,120.8,2129656,260097987.35,23-MAR-2021,15816,INE674K01013,
ABFRL,EQ,205.7,207.05,201.5,202.2,202.8,205.9,1086006,221262748.05,23-MAR-2021,14791,INE647O01011,
ABFRLPP1,E1,173,173.5,168,169.8,170,171.7,1740,297593.85,23-MAR-2021,222,IN9647O01027,
ABMINTLTD,EQ,58.65,58.65,58.2,58.65,58.65,55.9,1500,87792.35,23-MAR-2021,20,INE251C01017,
ABSLBANETF,EQ,335.3,341.8,334.1,341,341,333.85,62,20935.29,23-MAR-2021,18,INF209KB1O58,
ABSLNN50ET,EQ,355.12,362.5,352,353,353,354.97,17,6037.12,23-MAR-2021,13,INF209KB1B87,
ABSLRIF6RG,MF,8.25,8.55,8.25,8.49,8.39,8.37,25251,212498.29,23-MAR-2021,60,INF209KB1LL4,
ACC,EQ,1859.95,1925,1839.6,1913.75,1912,1860,1921529,3608277293.5,23-MAR-2021,69611,INE012A01025,
ACCELYA,EQ,900.05,900.05,886.1,890.25,886.2,896.65,1392,1241875.9,23-MAR-2021,264,INE793A01012,
ACCURACY,EQ,54.9,57.5,52.1,55.95,55.15,54.8,43711,2466996.8,23-MAR-2021,140,INE648Z01015,
ACE,EQ,160.5,165.2,160.5,163.05,164,160.3,261745,42775673,23-MAR-2021,2980,INE731H01025,
ACRYSIL,EQ,337.5,347.35,334.35,347.35,347.35,330.85,68941,23798128.85,23-MAR-2021,1601,INE482D01024,
ADANIENT,EQ,999,1086.7,991.05,1058.4,1060,991.05,31098225,32893205021.8,23-MAR-2021,508458,INE423A01024,
ADANIGREEN,EQ,1309,1314.8,1282,1313.65,1308,1252.2,2252589,2956537216.3,23-MAR-2021,36168,INE364U01010,
ADANIPORTS,EQ,730.25,755,727.1,738.55,736.75,721.9,30612174,22754916019.7,23-MAR-2021,390324,INE742F01042,
